,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1602,Central,Potatoes,2009,15831,36.92629678,38065.68,28.66024187
1603,Nakuru,Potatoes,2009,15831,72.98016599,38065.68,29.02955344
1604,Nairobi,Potatoes,2009,15831,32.05025323,38065.68,27.78031515
1605,Eldoret,Potatoes,2009,15831,71.6266696,38065.68,31.99928579
1606,Central,Potatoes,2010,55593,73.44775287,42169.39,27.33580911
1607,Nakuru,Potatoes,2010,55593,66.35634104,42169.39,28.92952635
1608,Nairobi,Potatoes,2010,55593,36.94255012,42169.39,27.65472156
1609,Eldoret,Potatoes,2010,55593,61.32935611,42169.39,28.52396666
1610,Central,Potatoes,2010,55593,53.56783314,42169.39,31.02215872
1611,Nakuru,Potatoes,2010,55593,67.43488235,42169.39,25.74095321
1612,Nairobi,Potatoes,2010,351334,44.94317432,42169.39,31.70447482
1613,Eldoret,Potatoes,2010,351334,34.96933295,42169.39,24.47876451
1614,Central,Potatoes,2010,351334,74.44330654,42169.39,31.46511256
1615,Nakuru,Potatoes,2010,351334,53.39249517,42169.39,25.60973447
1616,Nairobi,Potatoes,2010,351334,68.04039813,42169.39,30.30260453
1617,Eldoret,Potatoes,2010,351334,45.78172762,42169.39,28.17489437
1618,Central,Potatoes,2010,103895,74.32635105,42169.39,25.50634557
1619,Nakuru,Potatoes,2010,103895,32.76742894,42169.39,31.12896766
1620,Nairobi,Potatoes,2010,103895,35.1051197,42169.39,26.34043268
1621,Eldoret,Potatoes,2010,103895,72.66666443,42169.39,28.23494706
1622,Central,Potatoes,2010,103895,48.25207759,42169.39,27.04453473
1623,Nakuru,Potatoes,2010,103895,40.89732789,42169.39,25.16125354
1624,Nairobi,Potatoes,2010,30279,32.55919573,42169.39,27.3179125
1625,Eldoret,Potatoes,2010,30279,31.87416982,42169.39,25.4123765
1626,Central,Potatoes,2010,30279,53.1205277,42169.39,31.21629982
1627,Nakuru,Potatoes,2010,30279,62.74803826,42169.39,30.573999
1628,Nairobi,Potatoes,2010,30279,46.19374559,42169.39,25.42517036
1629,Eldoret,Potatoes,2010,30279,41.53749535,42169.39,27.09400578
1630,Central,Potatoes,2010,19042,58.99536268,42169.39,24.30935081
1631,Nakuru,Potatoes,2010,19042,41.0550915,42169.39,30.06142622
1632,Nairobi,Potatoes,2010,19042,33.84110759,42169.39,28.09568993
1633,Eldoret,Potatoes,2010,19042,55.50429227,42169.39,26.33908791
1634,Central,Potatoes,2010,19042,57.02891698,42169.39,28.61409059
1635,Nakuru,Potatoes,2010,19042,44.11622138,42169.39,28.70012137
1636,Nairobi,Potatoes,2010,305974,42.24783476,42169.39,24.21610338
1637,Eldoret,Potatoes,2010,305974,66.1761456,42169.39,28.50677929
1638,Central,Potatoes,2010,305974,72.19245835,42169.39,25.97948991
1639,Nakuru,Potatoes,2010,305974,55.053805,42169.39,30.88482722
1640,Nairobi,Potatoes,2010,305974,65.07981523,42169.39,25.5042419
1641,Eldoret,Potatoes,2010,305974,38.48678973,42169.39,25.12528913
1642,Central,Potatoes,2010,15729,62.20279647,42169.39,27.10508014
1643,Nakuru,Potatoes,2010,15729,70.79934452,42169.39,31.1006247
1644,Nairobi,Potatoes,2010,15729,64.16167699,42169.39,26.45707778
1645,Eldoret,Potatoes,2010,15729,31.83192392,42169.39,30.04132304
1646,Central,Potatoes,2010,15729,50.28438729,42169.39,27.77799528
1647,Nakuru,Potatoes,2010,15729,58.27600682,42169.39,30.99256944
1648,Nairobi,Potatoes,2011,57390,36.99362831,47632.99,26.4908332
1649,Eldoret,Potatoes,2011,57390,64.25520357,47632.99,31.96987867
1650,Central,Potatoes,2011,57390,55.60523179,47632.99,25.36140526
1651,Nakuru,Potatoes,2011,57390,48.46797044,47632.99,25.54249137
1652,Nairobi,Potatoes,2011,57390,70.4713043,47632.99,28.99319096
1653,Eldoret,Potatoes,2011,57390,34.03335472,47632.99,29.34317422
1654,Central,Potatoes,2011,350887,68.54877876,47632.99,28.63618921
1655,Nakuru,Potatoes,2011,350887,52.0810886,47632.99,24.83206631
1656,Nairobi,Potatoes,2011,350887,57.04826619,47632.99,25.44689075
1657,Eldoret,Potatoes,2011,350887,63.77192383,47632.99,31.01274943
1658,Central,Potatoes,2011,350887,60.74583498,47632.99,27.06179658
1659,Nakuru,Potatoes,2011,350887,71.1271039,47632.99,27.0956288
1660,Nairobi,Potatoes,2011,95441,64.53027638,47632.99,28.56800579
1661,Eldoret,Potatoes,2011,95441,40.85534718,47632.99,28.79929247
1662,Central,Potatoes,2011,95441,69.66289997,47632.99,27.94293692
1663,Nakuru,Potatoes,2011,95441,61.86633917,47632.99,30.47757686
1664,Nairobi,Potatoes,2011,95441,64.58559639,47632.99,30.58139475
1665,Eldoret,Potatoes,2011,95441,44.13827124,47632.99,26.85911286
1666,Central,Potatoes,2011,30558,35.73403813,47632.99,26.31051759
1667,Nakuru,Potatoes,2011,30558,33.95825723,47632.99,28.77833449
1668,Nairobi,Potatoes,2011,30558,71.90018566,47632.99,28.90245417
1669,Eldoret,Potatoes,2011,30558,38.34303462,47632.99,29.37687468
1670,Central,Potatoes,2011,30558,59.18953429,47632.99,24.17093241
1671,Nakuru,Potatoes,2011,30558,36.91852635,47632.99,26.65333029
1672,Nairobi,Potatoes,2011,17136,52.13580529,47632.99,28.20152143
1673,Eldoret,Potatoes,2011,17136,55.21606732,47632.99,28.76488954
1674,Central,Potatoes,2011,17136,40.82840673,47632.99,29.3499706
1675,Nakuru,Potatoes,2011,17136,36.01203025,47632.99,28.00937423
1676,Nairobi,Potatoes,2011,17136,34.7426459,47632.99,26.85851927
1677,Eldoret,Potatoes,2011,17136,53.78769958,47632.99,31.2123945
1678,Central,Potatoes,2011,319252,46.0203959,47632.99,24.20422636
1679,Nakuru,Potatoes,2011,319252,52.92929636,47632.99,29.98835437
1680,Nairobi,Potatoes,2011,319252,45.43669946,47632.99,29.93964907
1681,Eldoret,Potatoes,2011,319252,68.80141783,47632.99,31.2119298
1682,Central,Potatoes,2011,319252,43.87801983,47632.99,26.80474415
1683,Nakuru,Potatoes,2011,319252,64.56807592,47632.99,31.49398069
1684,Nairobi,Potatoes,2011,20301,38.31597852,47632.99,30.99694676
1685,Eldoret,Potatoes,2011,20301,50.1978269,47632.99,29.61253065
1686,Central,Potatoes,2011,20301,44.86052932,47632.99,29.97604322
1687,Nakuru,Potatoes,2011,20301,55.51932414,47632.99,30.88883074
1688,Nairobi,Potatoes,2011,20301,35.37493212,47632.99,30.39321309
1689,Eldoret,Potatoes,2011,20301,30.92014047,47632.99,30.43683729
1690,Central,Potatoes,2012,64654,32.71129281,48687.88,25.32688786
1691,Nakuru,Potatoes,2012,64654,33.48919022,48687.88,30.53684308
1692,Nairobi,Potatoes,2012,64654,47.95406479,48687.88,30.38257873
1693,Eldoret,Potatoes,2012,64654,35.03404425,48687.88,24.01825377
1694,Central,Potatoes,2012,64654,65.67591794,48687.88,28.69841277
1695,Nakuru,Potatoes,2012,64654,42.44054315,48687.88,29.33743412
1696,Nairobi,Potatoes,2012,382592,70.10472076,48687.88,27.96583691
1697,Eldoret,Potatoes,2012,382592,63.9187654,48687.88,24.86803974
1698,Central,Potatoes,2012,382592,38.53254678,48687.88,25.87682261
1699,Nakuru,Potatoes,2012,382592,32.81296548,48687.88,31.01963639
1700,Nairobi,Green grams,2012,382592,224.5903664,48687.88,26.7627493
1701,Eldoret,Green grams,2012,382592,224.3206759,48687.88,25.61294367
1702,Central,Green grams,2012,89098,151.0761899,48687.88,28.130115
1703,Nakuru,Green grams,2012,89098,179.8248944,48687.88,25.02887163
1704,Nairobi,Green grams,2012,89098,181.6942283,48687.88,27.79797651
1705,Eldoret,Green grams,2012,89098,184.7624496,48687.88,29.25902906
1706,Central,Green grams,2012,89098,150.9502632,48687.88,27.10134661
1707,Nakuru,Green grams,2012,89098,147.8888994,48687.88,25.84726298
1708,Nairobi,Green grams,2012,33960,178.8116076,48687.88,26.58580443
1709,Eldoret,Green grams,2012,33960,189.6711349,48687.88,28.38503882
1710,Central,Green grams,2012,33960,145.5414413,48687.88,28.43647052
1711,Nakuru,Green grams,2012,33960,198.8234862,48687.88,28.27298134
1712,Nairobi,Green grams,2012,33960,144.3331315,48687.88,27.00648436
1713,Eldoret,Green grams,2012,33960,157.9171537,48687.88,27.63551259
1714,Central,Green grams,2012,22598,215.9195049,48687.88,26.29644905
1715,Nakuru,Green grams,2012,22598,204.7206567,48687.88,27.1326009
1716,Nairobi,Green grams,2012,22598,199.7936345,48687.88,25.56567803
1717,Eldoret,Green grams,2012,22598,172.0540491,48687.88,25.94951662
1718,Central,Green grams,2012,22598,218.0055713,48687.88,28.03380598
1719,Nakuru,Green grams,2012,22598,157.2388553,48687.88,29.12859129
1720,Nairobi,Green grams,2012,331853,171.7575545,48687.88,27.0828252
1721,Eldoret,Green grams,2012,331853,172.4813641,48687.88,28.11321494
1722,Central,Green grams,2012,331853,156.6732553,48687.88,27.5136304
1723,Nakuru,Green grams,2012,331853,205.5463111,48687.88,27.63834933
1724,Nairobi,Green grams,2012,331853,150.0500312,48687.88,29.01256899
1725,Eldoret,Green grams,2012,331853,171.6262299,48687.88,26.58413917
1726,Central,Green grams,2012,21511,142.9403233,48687.88,28.28905147
1727,Nakuru,Green grams,2012,21511,178.9635457,48687.88,28.69164799
1728,Nairobi,Green grams,2012,21511,209.8453993,48687.88,29.70931288
1729,Eldoret,Green grams,2012,21511,149.2433497,48687.88,27.14865285
1730,Central,Green grams,2012,21511,132.1491176,48687.88,29.28725038
1731,Nakuru,Green grams,2012,21511,134.8419069,48687.88,25.06871967
1732,Nairobi,Green grams,2013,64441,194.9022136,45177.18,26.92449525
1733,Eldoret,Green grams,2013,64441,171.9457959,45177.18,28.27804288
1734,Central,Green grams,2013,64441,204.9603677,45177.18,29.18032562
1735,Nakuru,Green grams,2013,64441,160.7306991,45177.18,28.3575072
1736,Nairobi,Green grams,2013,64441,218.5241851,45177.18,29.38072512
1737,Eldoret,Green grams,2013,64441,218.080385,45177.18,25.39241091
1738,Central,Green grams,2013,385434,208.1181381,45177.18,26.31270635
1739,Nakuru,Green grams,2013,385434,194.3100272,45177.18,29.52501367
1740,Nairobi,Green grams,2013,385434,145.4172387,45177.18,28.83214859
1741,Eldoret,Green grams,2013,385434,160.389421,45177.18,28.48444906
1742,Central,Green grams,2013,385434,156.7650823,45177.18,28.74013335
1743,Nakuru,Green grams,2013,385434,165.8092179,45177.18,25.00872392
1744,Nairobi,Green grams,2013,102177,192.7678575,45177.18,29.8690834
1745,Eldoret,Green grams,2013,102177,150.2012138,45177.18,27.54273211
1746,Central,Green grams,2013,102177,144.6261698,45177.18,26.52166434
1747,Nakuru,Green grams,2013,102177,174.796583,45177.18,25.03512351
1748,Nairobi,Green grams,2013,102177,211.2506267,45177.18,29.20394909
1749,Eldoret,Green grams,2013,102177,224.7006953,45177.18,27.05826457
1750,Central,Green grams,2013,34419,135.4186222,45177.18,26.18552389
1751,Nakuru,Green grams,2013,34419,162.8432736,45177.18,27.59376845
1752,Nairobi,Green grams,2013,34419,131.2451414,45177.18,25.76011662
1753,Eldoret,Green grams,2013,34419,145.0583117,45177.18,28.87862994
1754,Central,Green grams,2013,34419,199.8778403,45177.18,26.50908611
1755,Nakuru,Green grams,2013,34419,214.4128874,45177.18,26.87037587
1756,Nairobi,Green grams,2013,22336,145.9298935,45177.18,27.57283516
1757,Eldoret,Green grams,2013,22336,171.6516396,45177.18,28.05912437
1758,Central,Green grams,2013,22336,131.2116167,45177.18,29.51611558
1759,Nakuru,Green grams,2013,22336,222.803013,45177.18,28.96318258
1760,Nairobi,Green grams,2013,22336,157.7592626,45177.18,25.09897688
1761,Eldoret,Green grams,2013,22336,141.3220576,45177.18,27.1872282
1762,Central,Green grams,2013,344391,205.5720367,45177.18,29.03065024
1763,Nakuru,Green grams,2013,344391,131.0900076,45177.18,27.754298
1764,Nairobi,Green grams,2013,344391,201.8258633,45177.18,27.31155708
1765,Eldoret,Green grams,2013,344391,224.4016682,45177.18,28.84270971
1766,Central,Green grams,2013,344391,191.006688,45177.18,26.61423461
1767,Nakuru,Green grams,2013,344391,215.1968037,45177.18,29.70143197
1768,Nairobi,Green grams,2013,17609,212.867626,45177.18,25.54759871
1769,Eldoret,Green grams,2013,17609,167.0470997,45177.18,26.37978453
1770,Central,Green grams,2013,17609,142.1430003,45177.18,27.45907759
1771,Nakuru,Green grams,2013,17609,147.1682459,45177.18,27.02269204
1772,Nairobi,Green grams,2013,17609,148.8398374,45177.18,28.98545306
1773,Eldoret,Green grams,2013,17609,134.1279669,45177.18,26.1055118
1774,Central,Green grams,2018,81800,192.9036306,4246,25.0707247
1775,Nakuru,Green grams,2018,249854,191.2996157,4246,25.54963273
1776,Nairobi,Green grams,2018,19046,134.8370348,4246,28.56973521
1777,Eldoret,Green grams,2018,50479,143.533473,4246,26.07010807
1778,Central,Green grams,2015,84800,178.7297725,4487,25.51791333
1779,Nakuru,Green grams,2015,236372,144.1571109,4487,25.9490364
1780,Nairobi,Green grams,2015,24958,182.4482352,4487,28.2974764
1781,Eldoret,Green grams,2015,50735,224.8315729,4487,29.56549169
1782,Central,Green grams,2016,64800,148.3003692,3897,29.69952329
1783,Nakuru,Green grams,2016,223470,195.4115025,3897,26.14162144
1784,Nairobi,Green grams,2016,17480,209.540094,3897,26.00175125
1785,Eldoret,Green grams,2016,53938,164.9182225,3897,27.15116142
1786,Central,Green grams,2017,89710,213.9011021,3984,28.97318719
1787,Nakuru,Green grams,2017,284925,131.3387935,3984,26.13958446
1788,Nairobi,Green grams,2017,23168,135.1272491,3984,25.51618488
1789,Eldoret,Green grams,2017,42246,174.6256481,3984,27.55821802
1790,Central,Green grams,2020,79160,154.0621221,3619,27.81132822
1791,Nakuru,Green grams,2020,202250,165.8248732,3619,25.60033702
1792,Nairobi,Green grams,2020,22505,225.6323656,3619,26.91641934
1793,Eldoret,Green grams,2020,52088,188.9252083,3619,29.1797902
1794,Central,Green grams,2021,85000,221.2258168,3402,26.44600063
1795,Nakuru,Green grams,2021,267949,203.9283708,3402,28.43572863
1796,Nairobi,Green grams,2021,22768,191.7723087,3402,28.94099669
1797,Eldoret,Green grams,2021,50856,149.2220255,3402,26.45488737
1798,Central,Green grams,2022,86200,152.4238712,3565,25.79490531
1799,Nakuru,Green grams,2022,292019,166.5712879,3565,26.93141945
1800,Nairobi,Black gram,2022,20100,71.89090748,3565,29.48439992
1801,Eldoret,Black gram,2022,50069,67.15096376,3565,26.73433965
1802,Central,Black gram,2019,97800,70.23207557,3689.6,26.27274407
1803,Nakuru,Black gram,2019,288325,73.23573601,3689.6,34.03679184
1804,Nairobi,Black gram,2019,22000,72.49507741,3689.6,28.03644051
1805,Eldoret,Black gram,2019,52044,62.26242533,3689.6,28.81460716
1806,Central,Black gram,2023,96100,66.85510868,3340.3,34.03619494
1807,Nakuru,Black gram,2023,283064,68.02202325,3340.3,33.8642935
1808,Nairobi,Black gram,2023,25189,73.67166182,3340.3,32.84213012
1809,Eldoret,Black gram,2023,50749,73.84949872,3340.3,27.10053268
1810,Central,Black gram,2014,96000,69.28607828,3418.6,25.65842532
1811,Nakuru,Black gram,2014,307044,64.55882254,3418.6,32.34744009
1812,Nairobi,Black gram,2014,27209,67.53021213,3418.6,29.58949031
1813,Eldoret,Black gram,2014,54348,66.63830637,3418.6,30.91219459
1814,Central,Black gram,2000,98600,70.86340755,3563.2,28.12787838
1815,Nakuru,Black gram,2000,292627,67.1367443,3563.2,30.08545364
1816,Nairobi,Black gram,2000,21139,68.97097538,3563.2,31.74379487
1817,Eldoret,Black gram,2000,44688,69.75555541,3563.2,27.81326852
1818,Central,Black gram,2001,90869,71.50569456,3132.2,32.88733849
1819,Nakuru,Black gram,2001,300394,61.91208707,3132.2,29.36358721
1820,Nairobi,Black gram,2001,20736,74.01229707,3132.2,27.82592799
1821,Eldoret,Black gram,2001,52412,74.91559514,3132.2,28.49538735
1822,Central,Black gram,2002,99815,71.78615328,3079.2,27.74274761
1823,Nakuru,Black gram,2002,303832,63.02473185,3079.2,30.41588462
1824,Nairobi,Black gram,2002,25244,61.19250859,3079.2,27.3254209
1825,Eldoret,Black gram,2002,49667,65.62859526,3079.2,30.28496619
1826,Central,Black gram,2004,96544,63.49726331,3301.7,28.56840626
1827,Nakuru,Black gram,2004,316117,65.81655892,3301.7,25.36586097
1828,Nairobi,Black gram,2004,25092,70.1415139,3301.7,34.9466155
1829,Eldoret,Black gram,2004,59234,74.61649888,3301.7,25.09737391
1830,Central,Black gram,2005,106570,65.820457,3404,32.47648301
1831,Nakuru,Black gram,2005,343985,69.24464096,3404,33.86351172
1832,Nairobi,Black gram,2005,28267,70.88787207,3404,25.19857725
1833,Eldoret,Black gram,2005,50286,61.46892873,3404,31.77681682
1834,Central,Black gram,2006,96370,64.72797143,3415.7,34.89814946
1835,Nakuru,Black gram,2006,298641,62.3061735,3415.7,31.74105409
1836,Nairobi,Black gram,2006,25970,69.85112265,3415.7,27.16159076
1837,Eldoret,Black gram,2006,49066,73.58663968,3415.7,26.23773129
1838,Central,Black gram,2007,103128,66.37171179,3526.6,30.20157245
1839,Nakuru,Black gram,2007,294931,74.86960831,3526.6,31.55846339
1840,Nairobi,Black gram,2007,26211,65.66436565,3526.6,29.67892453
1841,Eldoret,Black gram,2007,47763,60.4693835,3526.6,27.05365239
1842,Central,Black gram,2008,113173,72.43169115,4246.7,34.63880966
1843,Nakuru,Black gram,2008,332017,63.57445989,4246.7,33.39438752
1844,Nairobi,Black gram,2008,29369,70.25496749,4246.7,28.84079155
1845,Eldoret,Black gram,2008,56935,71.48327008,4246.7,31.49338309
1846,Central,Black gram,2009,108293,63.1830529,3531.8,25.54960633
1847,Nakuru,Black gram,2009,324947,70.27184748,3531.8,34.37329112
1848,Nairobi,Black gram,2009,28171,60.41790253,3531.8,34.6008247
1849,Eldoret,Black gram,2009,49295,72.17818157,3531.8,29.43463808
1850,Central,Black gram,2010,97247,67.83345933,3692.4,29.10713092
1851,Nakuru,Black gram,2010,305703,70.0866434,3692.4,28.57006111
1852,Nairobi,Black gram,2010,67666,69.40878198,3692.4,27.54384835
1853,Eldoret,Black gram,2010,27501,62.30278274,3692.4,33.04687968
1854,Central,Black gram,2010,50117,61.16350463,3692.4,33.95309131
1855,Nakuru,Black gram,2011,112996,71.72980375,3441.5,30.11873003
1856,Nairobi,Black gram,2011,357127,69.43895491,3441.5,29.57812712
1857,Eldoret,Black gram,2011,67299,68.91754359,3441.5,27.26458947
1858,Central,Black gram,2011,28691,63.85668948,3441.5,31.35730791
1859,Nakuru,Black gram,2011,58549,61.71111448,3441.5,31.52104732
1860,Nairobi,Black gram,2012,107025,67.47677295,3563.3,29.39982732
1861,Eldoret,Black gram,2012,305491,65.24194361,3563.3,29.38400259
1862,Central,Black gram,2012,68081,74.24459122,3563.3,28.38686534
1863,Nakuru,Black gram,2012,28051,69.5274407,3563.3,28.47442276
1864,Nairobi,Black gram,2012,41388,71.36947525,3563.3,30.64095781
1865,Eldoret,Black gram,2013,81173,68.64685069,3108.6,25.25596239
1866,Central,Black gram,2013,285897,73.44678678,3108.6,32.97030511
1867,Nakuru,Black gram,2013,52447,67.32520551,3108.6,33.66855394
1868,Nairobi,Black gram,2013,19697,73.40452716,3108.6,32.83963757
1869,Eldoret,Black gram,2013,53743,69.46020927,3108.6,27.45853567
1870,Central,Black gram,2016,18740,74.62068748,148.68,25.68576704
1871,Nakuru,Black gram,2016,82701,71.21006868,148.68,30.0328403
1872,Nairobi,Black gram,2016,7292,64.32887142,148.68,28.20667264
1873,Eldoret,Black gram,2016,578,63.29900785,148.68,28.27265858
1874,Central,Black gram,2016,1141,69.68862306,148.68,28.5417236
1875,Nakuru,Black gram,2016,21705,63.51822045,148.68,26.87187036
1876,Nairobi,Black gram,2017,13918,64.11411069,148.68,32.79766751
1877,Eldoret,Black gram,2017,78059,63.46546487,148.68,26.42333018
1878,Central,Black gram,2017,9461,63.02169909,148.68,29.79181107
1879,Nakuru,Black gram,2017,1659,72.50669768,148.68,27.44003279
1880,Nairobi,Black gram,2017,811,70.40795007,148.68,34.1262979
1881,Eldoret,Black gram,2017,16855,62.78730907,148.68,30.94908189
1882,Central,Black gram,2020,14619,73.37686831,148.68,28.75751783
1883,Nakuru,Black gram,2020,82623,62.31842057,148.68,27.24766491
1884,Nairobi,Black gram,2020,10059,62.2737345,148.68,28.63005477
1885,Eldoret,Black gram,2020,2323,64.42177127,148.68,26.41768321
1886,Central,Black gram,2020,1905,68.83924882,148.68,32.81705216
1887,Nakuru,Black gram,2020,16296,71.16331975,148.68,29.6321052
1888,Nairobi,Black gram,2021,11810,65.45328463,148.68,33.49077065
1889,Eldoret,Black gram,2021,97450,74.22238583,148.68,31.86847286
1890,Central,Black gram,2021,19890,71.64631281,148.68,30.32992227
1891,Nakuru,Black gram,2021,1317,62.83469851,148.68,28.546224
1892,Nairobi,Black gram,2021,10000,66.47264636,148.68,30.02629908
1893,Eldoret,Black gram,2021,14940,66.69096751,148.68,31.65531175
1894,Central,Black gram,2022,17369,74.16699119,148.68,30.33499674
1895,Nakuru,Black gram,2022,101359,64.89517488,148.68,33.36984395
1896,Nairobi,Black gram,2022,36917,64.77651469,148.68,31.4345059
1897,Eldoret,Black gram,2022,1389,68.56507978,148.68,27.71678273
1898,Central,Black gram,2022,9363,61.83876146,148.68,32.63918668
1899,Nakuru,Black gram,2022,16627,63.37784443,148.68,32.7477393
1900,Nairobi,Adzuki Beans,2019,24340,105.2723287,148.68,51.39517949
1901,Eldoret,Adzuki Beans,2019,82711,166.146187,148.68,51.75069737
1902,Central,Adzuki Beans,2019,46082,65.95904867,148.68,53.01740027
1903,Nakuru,Adzuki Beans,2019,833,64.15283797,148.68,53.21109199
1904,Nairobi,Adzuki Beans,2019,10667,163.4526817,148.68,50.87508935
1905,Eldoret,Adzuki Beans,2019,16914,133.6208476,148.68,54.70864679
1906,Central,Adzuki Beans,2023,29541,84.1632019,148.68,50.05296256
1907,Nakuru,Adzuki Beans,2023,95259,95.22127346,148.68,53.08282803
1908,Nairobi,Adzuki Beans,2023,48046,50.34963363,148.68,51.98960952
1909,Eldoret,Adzuki Beans,2023,857,83.58378922,148.68,50.61627407
1910,Central,Adzuki Beans,2023,11111,88.91087734,148.68,53.85012227
1911,Nakuru,Adzuki Beans,2023,15764,54.71589837,148.68,52.93273827
1912,Nairobi,Adzuki Beans,2014,35343,54.18396531,148.68,51.38017419
1913,Eldoret,Adzuki Beans,2014,95214,74.33610894,148.68,53.76732179
1914,Central,Adzuki Beans,2014,44415,103.0379121,148.68,54.24206002
1915,Nakuru,Adzuki Beans,2014,12000,128.4333007,148.68,50.23774196
1916,Nairobi,Adzuki Beans,2014,20142,67.56692876,148.68,53.61354562
1917,Eldoret,Adzuki Beans,2000,32484,58.99526706,148.68,53.67825326
1918,Central,Adzuki Beans,2000,89357,128.8673259,148.68,51.57606539
1919,Nakuru,Adzuki Beans,2000,50191,158.4218823,148.68,51.73566612
1920,Nairobi,Adzuki Beans,2000,2434,72.07777374,148.68,54.34541642
1921,Eldoret,Adzuki Beans,2000,11940,126.1384881,148.68,53.93089691
1922,Central,Adzuki Beans,2000,23223,102.6139108,148.68,53.62724661
1923,Nakuru,Adzuki Beans,2001,37823,138.0795516,148.68,50.21135004
1924,Nairobi,Adzuki Beans,2001,109774,77.18606837,148.68,53.04569974
1925,Eldoret,Adzuki Beans,2001,48495,65.42757621,148.68,53.93736613
1926,Central,Adzuki Beans,2001,12222,154.0631858,148.68,54.25667448
1927,Nakuru,Adzuki Beans,2001,26154,173.3279708,148.68,54.07612023
1928,Nairobi,Adzuki Beans,2002,43463,162.0159994,148.68,54.86327014
1929,Eldoret,Adzuki Beans,2002,121132,63.19566861,148.68,52.41141567
1930,Central,Adzuki Beans,2002,46532,84.27248296,148.68,54.11434955
1931,Nakuru,Adzuki Beans,2002,26028,121.3974177,148.68,50.71087251
1932,Nairobi,Adzuki Beans,2004,46071,148.1816653,148.68,52.34523666
1933,Eldoret,Adzuki Beans,2004,141416,174.6110193,148.68,52.04157963
1934,Central,Adzuki Beans,2004,39810,79.85524644,148.68,54.1256277
1935,Nakuru,Adzuki Beans,2004,17568,146.9759043,148.68,50.60800313
1936,Nairobi,Adzuki Beans,2004,25748,74.34381244,148.68,50.44601964
1937,Eldoret,Adzuki Beans,2005,47703,133.6855598,148.68,52.74899026
1938,Central,Adzuki Beans,2005,153215,109.2321133,148.68,52.07221573
1939,Nakuru,Adzuki Beans,2005,35903,113.3465499,148.68,52.2598923
1940,Nairobi,Adzuki Beans,2005,5789,94.52634871,148.68,53.00973716
1941,Eldoret,Adzuki Beans,2005,25818,50.9989257,148.68,51.89363987
1942,Central,Adzuki Beans,2006,45777,126.2988799,148.68,51.92648165
1943,Nakuru,Adzuki Beans,2006,149497,127.5625375,148.68,52.35876089
1944,Nairobi,Adzuki Beans,2006,42375,140.3269787,148.68,51.10972906
1945,Eldoret,Adzuki Beans,2006,10000,145.2598039,148.68,52.3799117
1946,Central,Adzuki Beans,2006,4906,77.86312777,148.68,53.03602656
1947,Nakuru,Adzuki Beans,2006,26050,140.6692694,148.68,50.05527203
1948,Nairobi,Adzuki Beans,2007,46175,141.9402762,148.68,50.21320004
1949,Eldoret,Adzuki Beans,2007,154570,84.20551395,148.68,52.29042425
1950,Central,Adzuki Beans,2007,33886,170.7165497,148.68,52.52654749
1951,Nakuru,Adzuki Beans,2007,4000,153.0202004,148.68,51.20226773
1952,Nairobi,Adzuki Beans,2007,26722,114.134728,148.68,54.73384075
1953,Eldoret,Adzuki Beans,2008,47784,59.96418465,262.99,53.32395566
1954,Central,Adzuki Beans,2008,156430,107.563276,262.99,52.09641926
1955,Nakuru,Adzuki Beans,2008,27973,58.70109324,262.99,51.77963984
1956,Nairobi,Adzuki Beans,2008,12000,84.14035755,262.99,53.21070089
1957,Eldoret,Adzuki Beans,2008,5000,93.41883094,262.99,50.54996552
1958,Central,Adzuki Beans,2008,27251,62.17126298,262.99,50.77220915
1959,Nakuru,Adzuki Beans,2009,47990,127.9898177,316.18,52.71556507
1960,Nairobi,Adzuki Beans,2009,149950,58.53389207,316.18,52.23456757
1961,Eldoret,Adzuki Beans,2009,25279,96.54526063,316.18,52.80068225
1962,Central,Adzuki Beans,2009,6677,95.53144469,316.18,54.07590082
1963,Nakuru,Adzuki Beans,2009,25946,151.2153725,316.18,52.99649426
1964,Nairobi,Adzuki Beans,2010,45551,130.0908664,333.85,53.75148317
1965,Eldoret,Adzuki Beans,2010,144945,106.1828435,333.85,52.43421588
1966,Central,Adzuki Beans,2010,23963,115.8790571,333.85,53.01598707
1967,Nakuru,Adzuki Beans,2010,7136,127.4260686,333.85,53.79861699
1968,Nairobi,Adzuki Beans,2010,19381,104.2206437,333.85,53.83329217
1969,Eldoret,Adzuki Beans,2011,45460,50.5321428,461.84,52.05641554
1970,Central,Adzuki Beans,2011,143973,61.15799761,461.84,52.82320271
1971,Nakuru,Adzuki Beans,2011,20947,62.8670336,461.84,50.37061804
1972,Nairobi,Adzuki Beans,2011,6717,120.3547999,461.84,54.85013111
1973,Eldoret,Adzuki Beans,2011,24376,107.1421429,461.84,54.80522133
1974,Central,Adzuki Beans,2012,51029,163.8143714,516.35,52.9210633
1975,Nakuru,Adzuki Beans,2012,146740,73.1158153,516.35,53.4761329
1976,Nairobi,Adzuki Beans,2012,22249,64.91373538,516.35,54.98675978
1977,Eldoret,Adzuki Beans,2012,1500,144.8299706,516.35,52.04119242
1978,Central,Adzuki Beans,2012,6587,84.18557261,516.35,51.71738282
1979,Nakuru,Adzuki Beans,2012,26144,127.1765156,516.35,50.4491822
